lgd_village_code,name_en,name_local,lgd_subdistrict_code,subdistrict,census2001_code,census2011_code,village_status,gp_code,gp_name,effective_date,last_updated,major_version,last_transaction_desc
69616,Dhingasari,,477,Nokha,00549900,069616,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69617,Sharah Teliya,,477,Nokha,00550000,069617,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69618,Bandhala,,477,Nokha,00550100,069618,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69619,Muridsar,,477,Nokha,00550200,069619,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69620,Munjasar,,477,Nokha,00550300,069620,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69621,Shrah Kalasar,,477,Nokha,00550400,069621,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69622,Meghasar,,477,Nokha,00550500,069622,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69623,Sathika,,477,Nokha,00550600,069623,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69624,Shrah Manksar,,477,Nokha,00550700,069624,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69625,Ratdiya,,477,Nokha,00550800,069625,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69626,Dharnok,,477,Nokha,00550900,069626,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69627,Sainsar,,477,Nokha,00551000,069627,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69628,Nathusar,,477,Nokha,00551100,069628,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69629,Lumbasar,,477,Nokha,00551200,069629,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69630,Kumbhasar,,477,Nokha,00551300,069630,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69631,Panchoo,,477,Nokha,00551400,069631,I,,,2025-03-18,2026-02-11,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69632,Udasar,,477,Nokha,00551500,069632,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69633,Ram Nagar,,477,Nokha,00551600,069633,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69634,Kudsu,,477,Nokha,00551700,069634,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69635,Hiyadesar,,477,Nokha,00551800,069635,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69636,Nokha Gaon,NOKHA GAON,477,Nokha,00551900,069636,I,,,2014-11-05,2014-11-05,3,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69637,Budhro Ki Dhani,BUDHRO KI DHANI,477,Nokha,00552000,069637,I,,,2014-11-05,2014-11-05,3,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69638,Salundiya,,477,Nokha,00552100,069638,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69639,Ghattu,,477,Nokha,00552200,069639,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69640,Ankhisar,,477,Nokha,00552300,069640,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69641,Berasar,,477,Nokha,00552400,069641,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69642,Bkhtawarpura,,477,Nokha,00552500,069642,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69654,Himmatasar,,477,Nokha,00553600,069654,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69655,Mukam,,477,Nokha,00553700,069655,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69656,Nimbdiyasar,,477,Nokha,00553800,069656,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69657,Talwa,,477,Nokha,00553900,069657,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69658,Somalsar,,477,Nokha,00554000,069658,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69659,Madiya,,477,Nokha,00554100,069659,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69660,Bikasar,,477,Nokha,00554200,069660,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69661,Nokhamandi (Rural),,477,Nokha,00554300,069661,I,,,2014-11-05,2019-11-26,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69662,Rora,RORA,477,Nokha,00554400,069662,I,,,2014-11-05,2014-11-05,3,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69663,Prahlad Pura,,477,Nokha,00554400,069663,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69664,Jagrampura,,477,Nokha,00554400,069664,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69665,Govind Nagar,,477,Nokha,00554500,069665,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69666,Khara,,477,Nokha,00554600,069666,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69667,Hansasar,,477,Nokha,00554700,069667,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69668,Kakkoo,,477,Nokha,00554800,069668,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69669,Bhadla,,477,Nokha,00554900,069669,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69670,Teliyasar,,477,Nokha,00554900,069670,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69671,Sharah Panchoo,,477,Nokha,00555000,069671,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69672,Shobhana,,477,Nokha,00555100,069672,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69673,Tardo Ki Basti,,477,Nokha,00555100,069673,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69674,Sarunda,,477,Nokha,00555200,069674,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69675,Mandeliya,,477,Nokha,00555300,069675,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69676,Baasi,,477,Nokha,00555400,069676,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69677,Chittana,,477,Nokha,00555500,069677,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69678,Kahira,,477,Nokha,00555600,069678,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69679,Sadhuna,,477,Nokha,00555700,069679,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69680,Swaroopsar,,477,Nokha,00555800,069680,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69681,Kedli,,477,Nokha,00555900,069681,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69682,Taant,,477,Nokha,00556000,069682,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69683,Bandhra,,477,Nokha,00556100,069683,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69684,Silwa,,477,Nokha,00556200,069684,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69685,Lilka,,477,Nokha,00556300,069685,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69686,Moolwas,,477,Nokha,00556400,069686,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69687,Dawa,,477,Nokha,00556500,069687,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69688,Bhyanoo,,477,Nokha,00556600,069688,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69689,Shekhasar,,477,Nokha,00556700,069689,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69690,Kawlisar,,477,Nokha,00556800,069690,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69691,Charakada,,477,Nokha,00556900,069691,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69692,Biramsar,,477,Nokha,00557000,069692,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69693,Raisar,,477,Nokha,00557100,069693,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69694,Ladhupura,,477,Nokha,00557100,069694,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69695,Dasnu,,477,Nokha,00557200,069695,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69696,Maiyasar,,477,Nokha,00557300,069696,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69697,Bhom Maiyasar,,477,Nokha,00557400,069697,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69698,Khichiyasar,,477,Nokha,00557500,069698,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69699,Dhunpaliya,,477,Nokha,00557600,069699,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69702,Chainasar,,477,Nokha,00557900,069702,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69703,Jaisalsar,,477,Nokha,00558000,069703,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69704,Chachaniya,,477,Nokha,00558100,069704,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69705,Hemolaai,,477,Nokha,00558200,069705,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69706,Durgapura,,477,Nokha,00558300,069706,I,,,2005-01-01,2005-01-01,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69707,Gundusar,,477,Nokha,00558400,069707,I,,,2019-01-08,2019-01-08,4,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69708,Shree Rampura,,477,Nokha,00558500,069708,I,,,2014-03-24,2014-03-24,2,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
960173,Panchoo Chhota,पांचू छोटा,477,Nokha,,000000,I,,,2025-03-18,2026-02-11,1,"The Village Thawariya(69701),Sinyala(69643),Udsar(69652),Bhagwanpura(69718),Baasi Udavtan(69597),Bidasariya(69591)...etc  has been shifted to Sub-district Jasrasar(District Bikaner) from Sub-district Nokha(District Bikaner) in Rajasthan."
69147,6 Sjm(A),,478,Khajuwala,00503500,069147,I,36032,Kundal,2025-05-20,2025-07-21,9,"The Village Sukhdeopura(69190),Jhookiya(69163),Amrewala(69186),2do-A(69169)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Khajuwala(District Bikaner) in Rajasthan."
69719,Ballar Barani,,478,Khajuwala,00559400,069719,I,36007,Ballar,2025-05-20,2025-07-29,54,"The Village Sukhdeopura(69190),Jhookiya(69163),Amrewala(69186),2do-A(69169)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Khajuwala(District Bikaner) in Rajasthan."
