lgd_village_code,name_en,name_local,lgd_subdistrict_code,subdistrict,census2001_code,census2011_code,village_status,gp_code,gp_name,effective_date,last_updated,major_version,last_transaction_desc
69019,Akadeeyawala,,473,Bikaner,00492000,069019,I,294017,Daudsar,2005-01-01,2005-01-01,1,
69020,Lalsar,,473,Bikaner,00492100,069020,I,294017,Daudsar,2005-01-01,2005-01-01,1,
69021,Daudsar,,473,Bikaner,00492200,069021,I,294017,Daudsar,2005-01-01,2005-01-01,1,
69022,Jagdevwala,,473,Bikaner,00492300,069022,I,262121,Dandoosar,2025-05-20,2025-07-25,6,
69023,Dandoosar,,473,Bikaner,00492400,069023,I,262121,Dandoosar,2025-05-20,2025-07-23,6,
69024,Rakba Jalasar,,473,Bikaner,00492500,069024,I,294017,Daudsar,2014-03-24,2014-03-24,2,
69025,Jamsar,,473,Bikaner,00492600,069025,I,36021,Jamsar,2005-01-01,2005-01-01,1,
69026,Jalalsar,,473,Bikaner,00492700,069026,I,262127,Jalalsar,2025-05-20,2025-06-13,2,
69027,Kheenchiya,,473,Bikaner,00492800,069027,I,262127,Jalalsar,2025-05-20,2025-07-10,5,
69028,Khara,,473,Bikaner,00492900,069028,I,36028,Khara,2025-05-20,2025-07-23,7,
69029,Kanasar,,473,Bikaner,00493000,069029,I,36023,Kanasar,2005-01-01,2005-01-01,1,
69030,Rawatsar Kumahiran,,473,Bikaner,00493100,069030,I,36023,Kanasar,2019-01-08,2019-01-08,4,
69031,Sharah Bardi,,473,Bikaner,00493200,069031,I,262122,Sobhasar,2019-01-08,2019-01-08,3,
69032,Sharah Bhauvyas,,473,Bikaner,00493300,069032,I,262122,Sobhasar,2019-01-08,2019-01-08,3,
69033,Bherookheera,,473,Bikaner,00493400,069033,I,262122,Sobhasar,2025-05-20,2025-07-23,10,
69034,Bhairupawa,,473,Bikaner,00493500,069034,I,262124,Badrasar,2025-05-20,2025-07-10,4,
69035,Shobhasar,,473,Bikaner,00493600,069035,I,262122,Sobhasar,2025-07-20,2025-08-01,3,
69036,Sharah Jatan,,473,Bikaner,00493700,069036,I,262122,Sobhasar,2019-01-08,2019-01-08,3,
69037,Nal Badi,,473,Bikaner,00493800,069037,I,36039,Nal Badi,2014-03-24,2014-03-24,2,
69038,Sarah Golparatap Singh,,473,Bikaner,00493900,069038,I,36039,Nal Badi,2014-03-24,2014-03-24,2,
69039,Sharah Sutharan Gopalan,,473,Bikaner,00494000,069039,I,36039,Nal Badi,2005-01-01,2005-01-01,1,
69040,Sarah Sutharan Makdan,,473,Bikaner,00494100,069040,I,36039,Nal Badi,2014-03-24,2014-03-24,2,
69041,Sharah Brahmanan,,473,Bikaner,00494200,069041,I,36039,Nal Badi,2005-01-01,2005-01-01,1,
69042,Sharah Ratani Vyas,,473,Bikaner,00494300,069042,I,36039,Nal Badi,2005-01-01,2005-01-01,1,
69043,Daiya,,473,Bikaner,00494400,069043,I,36039,Nal Badi,2005-01-01,2005-01-01,1,
69044,Nal Chhoti,,473,Bikaner,00494500,069044,I,36039,Nal Badi,2005-01-01,2005-01-01,1,
69045,Basti Chavdan,,473,Bikaner,00494600,069045,I,294014,Bachhasar,2014-03-24,2014-03-24,2,
69046,Sharah Nathaniya,,473,Bikaner,00494700,069046,I,294014,Bachhasar,2014-03-24,2014-03-24,2,
69047,Chak Garbi,चक गरबी,473,Bikaner,00494800,069047,I,36039,Nal Badi,2025-05-20,2026-04-02,4,
69048,Sharah Teliya (Rural),,473,Bikaner,00495100,069048,I,36166,Panchoo,2019-01-08,2019-01-08,3,
69049,Beechhwal,बीछवाल,473,Bikaner,00495600,069049,I,262131,Pemasar,2025-05-20,2026-04-02,7,
69050,Udasar,,473,Bikaner,00495700,069050,I,36056,Udasar,2025-05-20,2025-07-23,6,
69051,Nagasar Sugni,,473,Bikaner,00495800,069051,I,262125,Husangsar,2005-01-01,2005-01-01,1,
69052,Pemasar,,473,Bikaner,00495900,069052,I,262131,Pemasar,2025-05-20,2025-08-07,8,
69053,Nagasar Pawaran,,473,Bikaner,00496000,069053,I,262125,Husangsar,2025-05-20,2025-07-23,4,
69054,Sharah Koojiya,,473,Bikaner,00496100,069054,I,262125,Husangsar,2025-05-20,2025-07-23,4,
69055,Basi Sahajbardan,,473,Bikaner,00496200,069055,I,262125,Husangsar,2025-05-20,2025-07-23,5,
69056,Jagnnathsar,,473,Bikaner,00496300,069056,I,262125,Husangsar,2025-05-20,2025-07-23,6,
69057,Husangsar,,473,Bikaner,00496400,069057,I,262125,Husangsar,2025-05-20,2025-07-23,5,
69058,Gairsar,,473,Bikaner,00496500,069058,I,36036,Malasar,2014-03-24,2014-03-24,2,
69059,Katriasar,,473,Bikaner,00496600,069059,I,36025,Katriasar,2014-03-24,2014-03-24,2,
69060,Dhirera,,473,Bikaner,00496700,069060,I,36048,Runia Bada Bas,2014-03-24,2014-03-24,2,
69061,Molaniya,,473,Bikaner,00496800,069061,I,294015,Molaniya,2005-01-01,2005-01-01,1,
69062,Ladera,,473,Bikaner,00496900,069062,I,36036,Malasar,2005-01-01,2005-01-01,1,
69063,Malasar,,473,Bikaner,00497000,069063,I,36036,Malasar,2005-01-01,2005-01-01,1,
69064,Bandha,,473,Bikaner,00497100,069064,I,294015,Molaniya,2025-05-20,2025-07-23,5,
69065,Karnisar Beekan,,473,Bikaner,00497200,069065,I,294015,Molaniya,2025-05-20,2025-07-23,5,
69066,Runia Badabas,,473,Bikaner,00497300,069066,I,36048,Runia Bada Bas,2014-03-24,2014-03-24,2,
69067,Rupera,,473,Bikaner,00497400,069067,I,36048,Runia Bada Bas,2014-03-24,2014-03-24,2,
69068,Kharda,,473,Bikaner,00497500,069068,I,294010,Kharda,2005-01-01,2005-01-01,1,
69069,Rajera,,473,Bikaner,00497600,069069,I,262129,Rajera,2005-01-01,2005-01-01,1,
69070,Anandpura,,473,Bikaner,00497700,069070,I,262129,Rajera,2005-01-01,2005-01-01,1,
69071,Hemera,,473,Bikaner,00497800,069071,I,262130,Hemera,2005-01-01,2005-01-01,1,
69072,Sherera,,473,Bikaner,00497900,069072,I,36050,Sherera,2014-03-24,2014-03-24,2,
69073,Sharah Bedana,,473,Bikaner,00498000,069073,I,36018,Gusainsar,2005-01-01,2005-01-01,1,
69074,Asera,,473,Bikaner,00498100,069074,I,36050,Sherera,2005-01-01,2005-01-01,1,
69075,Bhojera,,473,Bikaner,00498200,069075,I,262130,Hemera,2005-01-01,2005-01-01,1,
69076,Ranisar,,473,Bikaner,00498300,069076,I,36050,Sherera,2005-01-01,2005-01-01,1,
69077,Bambloo,,473,Bikaner,00498400,069077,I,36008,Bambloo,2005-01-01,2005-01-01,1,
69078,Panpalsar,,473,Bikaner,00498500,069078,I,36008,Bambloo,2025-05-20,2025-06-27,4,
69079,Sharah Acharjan,,473,Bikaner,00498600,069079,I,36008,Bambloo,2005-01-01,2005-01-01,1,
69080,Raisar,,473,Bikaner,00498700,069080,I,294011,Raisar,2005-01-01,2005-01-01,1,
69081,Himmtasar,,473,Bikaner,00498800,069081,I,294011,Raisar,2014-03-24,2014-03-24,2,
69082,Neno Ka Bas,,473,Bikaner,00498900,069082,I,36047,Ridmalsar Purohitan,2014-03-24,2014-03-24,2,
69083,Ridmalsar Purohitan,,473,Bikaner,00499000,069083,I,36047,Ridmalsar Purohitan,2025-05-20,2025-06-24,3,
69084,Sharah Kajani,,473,Bikaner,00499100,069084,I,36047,Ridmalsar Purohitan,2005-01-01,2005-01-01,1,
69085,Ridmalsar Sipahiyan,,473,Bikaner,00499300,069085,I,36047,Ridmalsar Purohitan,2005-01-01,2005-01-01,1,
69086,Jodbeed,,473,Bikaner,00499400,069086,I,36015,Gadhwala,2014-03-24,2014-03-24,2,
69087,Udai Ramsar,,473,Bikaner,00499500,069087,I,36057,Udairamsar,2005-01-01,2005-01-01,1,
69088,Swaroopdesar,,473,Bikaner,00499600,069088,I,262128,Swaroopdesar,2014-03-24,2014-03-24,2,
69089,Bachhasar,,473,Bikaner,00499700,069089,I,294014,Bachhasar,2005-01-01,2005-01-01,1,
69090,Kolasar,,473,Bikaner,00499800,069090,I,36031,Kolasar,2005-01-01,2005-01-01,1,
69091,Meghasar,,473,Bikaner,00499900,069091,I,294991,Meghasar,2005-01-01,2005-01-01,1,
69092,Bhojusar,,473,Bikaner,00500000,069092,I,294991,Meghasar,2014-03-24,2014-03-24,2,
69093,Lalamdesar,,473,Bikaner,00500100,069093,I,36033,Lalamdesar,2005-01-01,2005-01-01,1,
69094,Basi,,473,Bikaner,00500200,069094,I,36009,Barsingsar,2005-01-01,2005-01-01,1,
69095,Barsingsar,,473,Bikaner,00500300,069095,I,36009,Barsingsar,2005-01-01,2005-01-01,1,
69096,Deshnok,देशनोक,473,Bikaner,00500400,069096,I,295016,Geegasar,2005-01-01,2026-04-02,1,
69097,Palana,,473,Bikaner,00500500,069097,I,36044,Palana,2005-01-01,2005-01-01,1,
69098,Sujasar,,473,Bikaner,00500600,069098,I,36005,Ambasar,2005-01-01,2005-01-01,1,
69099,Ambasar,,473,Bikaner,00500700,069099,I,36005,Ambasar,2005-01-01,2005-01-01,1,
69100,Surdhana Padiharan,,473,Bikaner,00500800,069100,I,294006,Surdhana Chouhanan,2005-01-01,2005-01-01,1,
69101,Surdhana Chouhanan,,473,Bikaner,00500900,069101,I,294006,Surdhana Chouhanan,2014-03-24,2014-03-24,2,
69102,Geegasar,,473,Bikaner,00501000,069102,I,295016,Geegasar,2005-01-01,2005-01-01,1,
69103,Kesar Desar Gangaguran,,473,Bikaner,00501100,069103,I,36027,Keserdesar Jatan,2005-01-01,2005-01-01,1,
69104,Kesar Desar Jatan,,473,Bikaner,00501200,069104,I,36027,Keserdesar Jatan,2005-01-01,2005-01-01,1,
69105,Kesar Desar Bohran,,473,Bikaner,00501300,069105,I,36027,Keserdesar Jatan,2014-03-24,2014-03-24,2,
69106,Kilchu Sahlotan,,473,Bikaner,00501400,069106,I,36030,Kilchu Deveran,2014-03-24,2014-03-24,2,
69107,Kilchu Devran,,473,Bikaner,00501500,069107,I,36030,Kilchu Deveran,2014-03-24,2014-03-24,2,
69108,Kalyansar Bara,,473,Bikaner,00501600,069108,I,294008,Kalayansar Agoona,2005-01-01,2005-01-01,1,
69109,Kalyansar Utrada,,473,Bikaner,00501700,069109,I,294008,Kalayansar Agoona,2005-01-01,2005-01-01,1,
69110,Kalyansar Agoona,,473,Bikaner,00501800,069110,I,294008,Kalayansar Agoona,2005-01-01,2005-01-01,1,
69111,Devasar,,473,Bikaner,00501900,069111,I,294008,Kalayansar Agoona,2014-03-24,2014-03-24,2,
69112,Gadhwala,,473,Bikaner,00502000,069112,I,36015,Gadhwala,2014-03-24,2014-03-24,2,
69113,Napasar,,473,Bikaner,00502100,069113,I,302180,Napasar,2005-01-01,2005-01-01,1,
69114,Lalsingpura,,473,Bikaner,00502200,069114,I,36052,Sinthal,2014-03-24,2014-03-24,2,
69115,Sinthal,,473,Bikaner,00502300,069115,I,36052,Sinthal,2014-03-24,2014-03-24,2,
69116,Norang Desar,,473,Bikaner,00502400,069116,I,36041,Norangdesar,2005-01-01,2005-01-01,1,
69117,Gusainsar,,473,Bikaner,00502500,069117,I,36018,Gusainsar,2014-03-24,2014-03-24,2,
69118,Tejrasar,,473,Bikaner,00502600,069118,I,36054,Tejrasar,2005-01-01,2005-01-01,1,
69119,Barh Karnidan,,473,Bikaner,00502700,069119,I,294012,Belasar,2005-01-01,2005-01-01,1,
69120,Belasar,,473,Bikaner,00502800,069120,I,294012,Belasar,2005-01-01,2005-01-01,1,
69121,Moondsar,,473,Bikaner,00502900,069121,I,36037,Moondsar,2005-01-01,2005-01-01,1,
69122,Ramsar,,473,Bikaner,00503000,069122,I,36046,Ramsar,2005-01-01,2005-01-01,1,
69123,Suratsinghpura,,473,Bikaner,00503100,069123,I,294018,Suratsinghpura,2005-01-01,2005-01-01,1,
69124,Lakhusar,,473,Bikaner,00507700,069124,I,294020,Lakhusar,2014-03-24,2014-03-24,2,
69125,Noorsar,,473,Bikaner,00507800,069125,I,36020,Jalwali,2005-01-01,2005-01-01,1,
69126,Dholera No.1,,473,Bikaner,00507900,069126,I,36022,Kalasar,2005-01-01,2005-01-01,1,
69127,Sarah Rupayat,,473,Bikaner,00508000,069127,I,36022,Kalasar,2025-05-20,2026-06-19,8,
69128,Derjogran,,473,Bikaner,00508100,069128,I,36022,Kalasar,2005-01-01,2005-01-01,1,
69129,Kalasar,,473,Bikaner,00508200,069129,I,36022,Kalasar,2005-01-01,2005-01-01,1,
69130,Jognath Nagar,,473,Bikaner,00508200,069130,I,294020,Lakhusar,2005-01-01,2005-01-01,1,
69131,Sawaisar,,473,Bikaner,00508300,069131,I,36022,Kalasar,2005-01-01,2005-01-01,1,
69132,Sharah Dholera,,473,Bikaner,00508400,069132,I,36022,Kalasar,2005-01-01,2005-01-01,1,
69133,Dholera No.2,,473,Bikaner,00508500,069133,I,36022,Kalasar,2025-05-20,2025-06-24,3,
69134,Dholera Hissa Maghji,,473,Bikaner,00508600,069134,I,36022,Kalasar,2025-05-20,2025-06-13,3,
69135,Dholera Hissa Pemji,,473,Bikaner,00508700,069135,I,36022,Kalasar,2005-01-01,2005-01-01,1,
69136,Harkhasar Bagodan,,473,Bikaner,00508800,069136,I,36022,Kalasar,2014-03-24,2014-03-24,2,
69137,Jalwali,,473,Bikaner,00508900,069137,I,36020,Jalwali,2005-01-01,2005-01-01,1,
69138,Noor Mohammad Ki Dhani,,473,Bikaner,00509000,069138,I,36020,Jalwali,2005-01-01,2005-01-01,1,
69139,Badrasar,,473,Bikaner,00509100,069139,I,262124,Badrasar,2025-05-20,2025-07-23,4,
69140,Mehrasar,,473,Bikaner,00509200,069140,I,262124,Badrasar,2005-01-01,2005-01-01,1,
69141,Kawani,कावनी,473,Bikaner,00509600,069141,I,36026,Kawni,2025-07-20,2026-04-02,14,
69142,Jaimalsar,,473,Bikaner,00509700,069142,I,36019,Jaimalsar,2005-01-01,2005-01-01,1,
69143,Sharah Borla,,473,Bikaner,00509800,069143,I,36019,Jaimalsar,2005-01-01,2005-01-01,1,
951907,Husangsar-3-Hsm,हुसंगसर - 3-एच.एस.एम.,473,Bikaner,,000000,I,262125,Husangsar,2025-05-20,2025-06-13,1,
951909,Khinchia-2-K.H.M,खीचिंया - 2-के .एच.एम.,473,Bikaner,,000000,I,262127,Jalalsar,2025-05-20,2025-06-13,1,
951911,Jalalsar-1-K.H.M,जलालसर - 1-के .एच.एम.,473,Bikaner,,000000,I,262127,Jalalsar,2025-05-20,2025-06-13,1,
951912,Jagannathsar-489-Rd-L,जगन्नाथसर - 489 आरडीएल,473,Bikaner,,000000,I,262125,Husangsar,2025-05-20,2025-06-13,1,
951913,Dholera Hissa Maghji-5-K.H.M,धोलेराहिस्सा मघजी- 5-के .एच.एम,473,Bikaner,,000000,I,36022,Kalasar,2025-05-20,2025-06-13,1,
951914,Dandusar-425-600-Rd,डाण्डूसर - 425-600-आर.डी.,473,Bikaner,,000000,I,262121,Dandoosar,2025-05-20,2025-06-13,1,
951915,Udasar-12-B.S.M,उदासर - 12-बी.एस.एम,473,Bikaner,,000000,I,36056,Udasar,2025-05-20,2025-06-13,1,
951916,Bichwal-1-Bsm,बीछवाल - 1-बी.एस.एम,473,Bikaner,,000000,I,262131,Pemasar,2025-05-20,2025-06-13,1,
951917,Bhairupawa-1-Dhm,भरूपावा - 1-डी.एच.एम,473,Bikaner,,000000,I,262124,Badrasar,2025-05-20,2025-06-13,1,
951918,Badrasar-19-J.M.D,बदरासर - 19-जे.एम.डी,473,Bikaner,,000000,I,262124,Badrasar,2025-05-20,2025-06-13,1,
951919,Banda-1-B.M,बन्धा - 1-बी.एंम.,473,Bikaner,,000000,I,294015,Molaniya,2025-05-20,2025-06-13,1,
951920,Basi Sahajbardan-481-500-Rd,बासी सहजबरदारान- 481-500-आरडी,473,Bikaner,,000000,I,262125,Husangsar,2025-05-20,2025-06-13,1,
951922,Chakgarbi-7-B.K.M,चकगर्बी - 7-बी.के .एम.,473,Bikaner,,000000,I,36039,Nal Badi,2025-05-20,2025-06-13,1,
951923,Dholera No. 2 -6-Khm,धोलेरान न. 2 - 6-के .एच.एम.,473,Bikaner,,000000,I,36022,Kalasar,2025-05-20,2025-06-13,1,
951924,Jagdevwala-409-150-Rd,जगदेववाला - 409-150-आर.डी.,473,Bikaner,,000000,I,262121,Dandoosar,2025-05-20,2025-06-13,1,
951925,Khara-1-J.M.D,खारा - 1-जे.एम.डी.,473,Bikaner,,000000,I,36028,Khara,2025-05-20,2025-06-13,1,
951926,Nagasar Panwaran-4-N.G.M,नगासरपंवारान - 4-एन.जी.एम.,473,Bikaner,,000000,I,262125,Husangsar,2025-05-20,2025-06-13,1,
951927,Panpalsar- 9-B.S.M,पनपालसर - 9-बी.एस.एम,473,Bikaner,,000000,I,36008,Bambloo,2025-05-20,2025-06-13,1,
951928,Sharah Kunjia-493-Rd-R,शरहकुंजिया -493आरडीआर,473,Bikaner,,000000,I,262125,Husangsar,2025-05-20,2025-06-13,1,
951930,Ridmalsar Puroitan-15-Bsm,रिड़मलसर पुरोहितान - 15-बी.एस.एम.,473,Bikaner,,000000,I,36047,Ridmalsar Purohitan,2025-05-20,2025-06-13,1,
952195,Basi Sahajbardaran - 2-Ngm,बासी सहजबरदारान - 2-एन.जी.एम.,473,Bikaner,,000000,I,262125,Husangsar,2025-05-20,2025-06-24,1,
952197,Bhairupawa - 2-Dhm,भरूपावा - 2-डी.एच.एम,473,Bikaner,,000000,I,262124,Badrasar,2025-05-20,2025-06-24,1,
952200,Dholera No. 2 - 7-Khm,धोलेरान न. 2 - 7-के .एच.एम.,473,Bikaner,,000000,I,36022,Kalasar,2025-05-20,2025-06-24,1,
952202,Husangsar - 1-Hsm,हुसंगसर - 1-एच.एस.एम.,473,Bikaner,,000000,I,262125,Husangsar,2025-05-20,2025-06-24,1,
952211,Ridmalsar Purohitan - 16 Bsm,रिड़मलसर पुरोहितान - 16 बी.एस.एम.,473,Bikaner,,000000,I,36047,Ridmalsar Purohitan,2025-05-20,2025-06-24,1,
952215,Jagdevwala -415-250-Rd,जगदेववाला - 415-250-आर.डी.,473,Bikaner,,000000,I,262121,Dandoosar,2025-05-20,2025-06-24,1,
952216,Jagannathsar -489-Rd-R,जगन्नाथसर - 489 आरडीआर,473,Bikaner,,000000,I,262125,Husangsar,2025-05-20,2025-06-24,1,
952217,Dandusar - 431-100-Rd,डाण्डूसर - 431-100-आर.डी.,473,Bikaner,,000000,I,262121,Dandoosar,2025-05-20,2025-06-24,1,
952218,Khara - 2-J.M.D,खारा - 2-जे.एम.डी.,473,Bikaner,,000000,I,36028,Khara,2025-05-20,2025-06-24,1,
952219,Banda - 2 - Bm,बन्धा - 2-बी.एम.,473,Bikaner,,000000,I,294015,Molaniya,2025-05-20,2025-06-24,1,
952220,Badrasar - 20- Jmd,बदरासर - 20-जे.एम.डी,473,Bikaner,,000000,I,262124,Badrasar,2025-05-20,2025-06-24,1,
952222,Udasar - 13 - Bsm,उदासर - 13-बी.एम.एम,473,Bikaner,,000000,I,36056,Udasar,2025-05-20,2025-06-24,1,
952223,Sharah Kunjia -496-150 Rd-R,शरहकुंजिया - 496-150- आरडीआर,473,Bikaner,,000000,I,262125,Husangsar,2025-05-20,2025-06-24,1,
952224,Pemasar -2-Bsm,पेमासर - 2-बी.एस.एम.,473,Bikaner,,000000,I,262131,Pemasar,2025-05-20,2025-06-24,1,
952225,Panpalsar - 10 B.S.M.,पनपालसर - 10-बी.एस.एम,473,Bikaner,,000000,I,36008,Bambloo,2025-05-20,2025-06-24,1,
952226,Nagasar Panwaran - 5-Ngm,नगासरपंवारान - 5-एन.जी.एम.,473,Bikaner,,000000,I,262125,Husangsar,2025-05-20,2025-06-24,1,
952227,Bichwal - 1-2 Bkm,बीछवाल - 1-2-बी.के .एम.,473,Bikaner,,000000,I,262131,Pemasar,2025-05-20,2025-06-24,1,
952228,Khinchia -3-Khm,खीचिं या - 3-के .एच.एम.,473,Bikaner,,000000,I,262127,Jalalsar,2025-05-20,2025-06-24,1,
952519,Khara - 3-Jmd,खारा - 3-जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-06-27,1,
952520,Panpalsar - 11-Bsm,पनपालसर - 11-बी.एस.एम,473,Bikaner,,000000,U,36008,Bambloo,2025-05-20,2025-06-27,1,
952521,Udasar - 14-Bsm,उदासर - 14-बी.एस.एम,473,Bikaner,,000000,U,36056,Udasar,2025-05-20,2025-06-27,1,
952861,Sharah Rupayat-8-Jmd,शरहरूपायत -8-जे एम डी,473,Bikaner,,000000,I,36022,Kalasar,2025-05-20,2025-07-10,1,
952862,Pemasar - 3-Bsm,पेमासर - 3-बी.एस.एम.,473,Bikaner,,000000,U,262131,Pemasar,2025-05-20,2025-07-10,1,
952863,Kavani-24-Jmd,कावनी-24-जे.एम.डी.,473,Bikaner,,000000,I,36026,Kawni,2025-05-20,2025-07-10,1,
952864,Bichwal-3- B K M,बीछवाल-3-बी के एम,473,Bikaner,,000000,I,262131,Pemasar,2025-05-20,2025-07-10,1,
952865,Khara-4-J M D,खारा-4- जे एम डी,473,Bikaner,,000000,I,36028,Khara,2025-05-20,2025-07-10,1,
952866,Bhairupawa-3-Dhm,भरूपावा-3- डी एच एम,473,Bikaner,,000000,I,262124,Badrasar,2025-05-20,2025-07-10,1,
952867,Khinchia-4-Khm,खींचीया-4- के एच एम,473,Bikaner,,000000,I,262127,Jalalsar,2025-05-20,2025-07-10,1,
954368,Sujandesar,सुजानदेसर,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-22,1,
954406,Sri Ramsar,श्रीरामसर,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-22,1,
954409,Sarah Swaropdesar,शरह स्वरुपदेसर,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-22,1,
954410,Rughnathsar,रुघनाथसर,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-22,1,
954418,Nathusar,नत्थूसर,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-22,1,
954523,Ganga Shahar,गंगाशहर,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-23,1,
954539,Anopsagar,अनोपसागर,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-23,1,
954543,Bikaner,बीकानेर,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-23,1,
954544,Bhinasar,भीनासर,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-23,1,
954549,Bhojanshala,भोजनशाला,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-23,1,
954551,Kismidesar,किश्मीदेसर,473,Bikaner,,000000,I,248667,Bikaner,2025-07-17,2025-07-23,1,
954555,Khara -5- Jmd,खारा -5- जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954556,Kavani - 25 -Jmd,कावनी - 25 - जे.एम.डी,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954595,Pemasar - 4 -Bsm,पेमासर - 4- बी.एस.एम.,473,Bikaner,,000000,U,262131,Pemasar,2025-05-20,2025-07-23,1,
954596,Nagasar Panwaran - 6 -Ngm,नगासरपंवारान - 6 -एन.जी.एम.,473,Bikaner,,000000,U,262125,Husangsar,2025-05-20,2025-07-23,1,
954601,Sharah Kunjia - 496 -Rd-L,शरहकुंजीया - 496 -आर.डी.-एल,473,Bikaner,,000000,U,262125,Husangsar,2025-05-20,2025-07-23,1,
954609,Udasar -7 -Bsm,उदासर -7 -बी.एस.एम.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954611,Sharah Rupayat - 7 - Jmd,शहररूपायत -7 -जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954629,Kavani - 22 -Jmd,कावनी -22 -जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954638,Jagdevwala-417-500 Rd-R,जगदेववाला-417-500-आर.डी.आर,473,Bikaner,,000000,U,262121,Dandoosar,2025-05-20,2025-07-23,1,
954640,Husangsar- 2 -Hsm,हुसंगसर- 2 - एच.एस.एम.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954642,Jagannathsar - 493 -Rd-L,जगन्नाथसर -493 -आर.डी.एल,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954648,Karanisar Bikan- 5-Bm,करणीसरबीकाण -5 -बी.एम.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954660,Bichwal- 4 -Bkm,बीछवाल -4 -बी.के.एम.,473,Bikaner,,000000,U,262131,Pemasar,2025-05-20,2025-07-23,1,
954669,Kavani -26-Jmd,कावनी -26 -जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954671,Khara -6 -Jmd,खारा -6- जे.एम.डी.,473,Bikaner,,000000,U,36028,Khara,2025-05-20,2025-07-23,1,
954672,Kavani - 27 -Jmd,कावनी -27 -जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954674,Bichwal -5 - Bkm,बीछवाल -5 -बी.के.एम.,473,Bikaner,,000000,U,262131,Pemasar,2025-05-20,2025-07-23,1,
954675,Kavani - 28 -Jmd,कावनी -28 -जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954689,Dandusar-433-100-Rd,डाण्डूसर-433-100-आर.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954700,Dandusar -439-700-Rd -A,डाण्डूसर -439 -700-आर.डी.-ए,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954705,Banda- 3 -Bm,बन्धा -3 -बी.एम.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954706,Bichwal -6 -Bkm,बीछवाल -6- बी.के.एम.,473,Bikaner,,000000,U,262131,Pemasar,2025-05-20,2025-07-23,1,
954713,Badrasar - 21 -Jmd,बदरासर - 21- जे.एम.डी.,473,Bikaner,,000000,U,262124,Badrasar,2025-05-20,2025-07-23,1,
954715,Sharah Rupayat - 10 - Jmd,शहररूपायत - 10 -जे.एम.डी.,473,Bikaner,,000000,U,36022,Kalasar,2025-05-20,2025-07-23,1,
954716,Banda- 4 -Bm,बन्धा -4 -बी.एम.,473,Bikaner,,000000,U,294015,Molaniya,2025-05-20,2025-07-23,1,
954719,Karanisar Bikan- 5-Bm-A,करणीसरबीकाण - 5 -बी.एम.ए,473,Bikaner,,000000,U,294015,Molaniya,2025-05-20,2025-07-23,1,
954720,Kavani- 23 -Jmd,कावनी -23 -जे.एम.डी.,473,Bikaner,,000000,U,36026,Kawni,2025-05-20,2025-07-23,1,
954724,Dandusar -439-700-Rd-B,डाण्डूसर -439-700-आर.डी.-बी,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954726,Bhairukheera -11 -Jmd,भरूखीरा -11 -जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954730,Pemasar - 6 -Bsm,पेमासर - 6 - बी.एस.एम.,473,Bikaner,,000000,U,262131,Pemasar,2025-05-20,2025-07-23,1,
954731,Bhairukheera- 12 - Jmd,भरूखीरा -12- जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954735,Basi Sahajbardaran- 3 -Ngm,बासी सहजबदारान- 3 - एन.जी.एम.,473,Bikaner,,000000,U,262125,Husangsar,2025-05-20,2025-07-23,1,
954752,Udasar -8 -Bsm,उदासर - 8 -बी.एस.एम.,473,Bikaner,,000000,U,36056,Udasar,2025-05-20,2025-07-23,1,
