State_Code,State_Name,District ,District _Name,Tehsil_Code,Tehsil_Name,Block_Code,Naya Panchayat_Code,Village_Code,NAME,Level,AREA,RES_HOUSE,HOUSEHOLDS,T_POPLN,T_M_POPLN,T_F_POPLN,POPLN_M6,POPLN_F6,M_SC,F_SC,M_ST,F_ST,M_LITERATE,F_LITERATE,T_M_WORKER,T_F_WORKER,M_INDCAT1,F_INDCAT1,M_INDCAT2,F_INDCAT2,M_INDCAT3,F_INDCAT3,M_INDCAT4,F_INDCAT4,M_INDCAT5A,F_INDCAT5A,M_INDCAT5B,F_INDCAT5B,M_INDCAT6,F_INDCAT6,M_INDCAT7,F_INDCAT7,M_INDCAT8,F_INDCAT8,M_INDCAT9,F_INDCAT9,M_MARGINAL,F_MARGINAL,M_NON_WORK,F_NON_WORK
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0011,TAKHTPURA,Rural,2903.72,184,185,1339,721,618,176,159,238,198,0,0,186,18,322,12,313,11,0,0,2,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,1,399,605
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0012,BHANDSAR,Rural,5099.22,247,250,1605,885,720,205,148,351,281,13,11,129,22,431,20,399,20,0,0,2,0,0,0,1,0,5,0,10,0,11,0,0,0,3,0,0,51,454,649
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0013,MAHAJAN FIELD FIRING RANGE,Rural,136411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0014,ASRASAR,Rural,1216.11,54,54,399,211,188,62,52,12,13,0,0,68,19,108,79,91,78,1,1,8,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,103,109
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0015,PHOOLEJI,Rural,1946.6,168,168,1294,685,609,167,112,336,300,0,0,169,15,339,2,327,1,5,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,3,346,604
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0016,CHAK JOR,Rural,2001.24,109,109,847,465,382,115,76,22,20,0,0,116,11,228,0,194,0,6,0,21,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,34,237,348
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0017,RAMSARA,Rural,2261.01,95,95,651,343,308,75,58,60,48,0,0,75,6,198,19,155,18,2,1,29,0,0,0,0,0,3,0,0,0,4,0,3,0,2,0,4,155,141,134
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0018,CHAK ASRASAR,Rural,529.73,28,28,186,90,96,16,28,5,11,0,0,20,4,55,12,51,11,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,35,84
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0019,JASWANTSAR,Rural,3514.03,60,60,452,218,234,54,67,69,61,0,0,65,16,125,93,116,87,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,141
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0020,RATNISAR,Rural,2088.65,46,46,400,216,184,33,32,33,24,0,0,76,13,95,87,81,87,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,97
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0021,LALERA PATTA MAHAJAN,Rural,1342.36,39,39,294,156,138,32,28,64,51,0,0,26,86,94,2,86,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,4,62,132
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0022,CHAK BHANWARIYA,Rural,2211.96,6,6,37,20,17,1,3,14,14,0,0,2,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,17
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0023,GHESURA,Rural,2653.32,105,105,749,360,389,77,87,8,9,0,0,126,46,174,51,124,48,4,1,14,0,0,0,0,0,10,1,18,0,0,1,1,0,3,0,3,23,183,315
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0024,RAMBAGH,Rural,1516.86,169,175,1109,557,552,136,127,150,151,0,0,174,21,283,266,248,255,23,8,2,0,0,0,0,0,1,1,0,0,3,0,2,0,4,2,0,22,274,264
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0025,SURAJPURA,Rural,1265.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0026,CHAK ARJUNSAR,Rural,318.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0027,ARJUNSAR STATION,Rural,196.96,284,289,1726,948,778,188,168,158,136,2,0,415,102,478,14,273,6,29,1,15,0,1,0,1,0,14,4,28,0,53,0,20,0,44,3,0,7,470,757
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0028,MITHRIYA,Rural,3403.96,96,96,738,398,340,82,76,76,55,0,0,157,30,210,30,165,19,0,0,32,3,0,0,4,3,2,1,0,0,1,0,0,0,6,4,0,0,188,310
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0029,ARJUNSAR,Rural,1193.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0030,RANISAR,Rural,1319.72,84,84,638,326,312,64,58,35,29,0,0,88,12,178,137,148,136,0,0,18,0,0,0,0,0,2,1,2,0,2,0,1,0,5,0,0,0,148,175
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0031,DHANI CHHIPLAI,Rural,2096.33,107,110,809,441,368,104,77,116,76,0,0,110,9,211,34,190,31,1,0,13,1,0,0,1,0,2,1,0,0,0,0,0,0,4,1,0,152,230,182
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0032,SABNIYAN,Rural,3129.52,147,147,1401,703,698,186,167,388,385,0,0,150,12,314,89,271,86,6,1,24,0,0,0,5,0,0,0,0,0,2,2,2,0,4,0,44,220,345,389
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0033,TALIWALA,Rural,2773.79,2,2,7,5,2,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0034,JAITPURA,Rural,13934.2,699,700,4494,2393,2101,496,469,466,402,1,0,638,243,1161,120,968,94,24,11,46,1,0,0,7,2,9,0,0,0,51,0,4,0,52,12,25,499,1207,1482
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0035,RANJEETPURA,Rural,1936.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0036,DHANI KHODAN,Rural,1657.23,29,29,193,105,88,16,18,4,4,0,0,33,6,54,4,51,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21,51,63
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0037,DHANI CHHILAN,Rural,1361.82,21,21,163,85,78,22,15,0,0,0,0,27,2,39,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,46,70
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0038,SHERPURA,Rural,9019.3,362,362,2570,1335,1235,267,288,273,274,1,0,332,43,693,78,622,78,7,0,17,0,0,0,16,0,3,0,1,0,7,0,6,0,14,0,2,119,640,1038
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0039,MAHAJAN,Rural,10668.28,815,815,4998,2676,2322,499,481,198,168,2,1,1028,432,1400,204,952,131,97,55,46,10,0,0,5,0,25,1,14,1,126,0,45,0,90,6,3,146,1273,1972
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0040,BALADESAR,Rural,2447.21,80,83,729,372,357,91,85,108,97,22,18,158,26,189,40,125,30,22,9,28,0,0,0,1,1,1,0,0,0,5,0,2,0,5,0,3,118,180,199
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0041,GUSAINA,Rural,2148.99,73,74,621,301,320,68,80,37,42,26,20,111,9,141,106,88,96,4,3,33,6,0,0,8,1,2,0,1,0,2,0,0,0,3,0,4,53,156,161
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0042,SHYODANPURA,Rural,1077.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0043,MANOHARIYA,Rural,4559.05,145,145,1027,547,480,107,94,55,50,0,0,65,2,297,3,257,1,6,0,23,0,0,0,2,0,4,2,0,0,3,0,0,0,2,0,3,179,247,298
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0044,BADERAN,Rural,5560.31,179,182,1403,709,694,171,162,251,218,0,0,132,9,356,172,209,155,12,2,104,13,0,0,2,0,8,0,0,0,5,0,1,0,15,2,43,179,310,343
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0045,SOOLERA,Rural,2641.86,49,49,414,201,213,58,57,25,32,0,0,41,5,98,2,93,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,95,100,116
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0046,LAXMINARAYANSAR,Rural,937.69,47,47,455,238,217,50,45,9,12,0,0,34,0,131,63,129,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44,107,110
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0047,DELANA CHHOTA,Rural,3114.35,89,89,634,320,314,74,75,93,79,0,0,28,13,171,178,159,175,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,149,135
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0048,BHEEKHNERA,Rural,2155.02,107,107,1039,534,505,130,93,195,183,0,0,71,4,236,72,226,70,0,0,2,1,0,0,0,0,1,0,0,0,3,1,2,0,2,0,0,4,298,429
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0049,REKH MEGHANA,Rural,839,69,69,649,326,323,86,46,43,42,0,0,90,4,160,40,89,29,15,10,47,1,0,0,0,0,0,0,0,0,4,0,2,0,3,0,3,74,163,209
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0050,DELANA BARA,Rural,4393.83,132,132,914,459,455,93,104,131,125,0,0,125,17,268,16,194,10,2,1,10,0,0,0,0,0,6,0,0,1,40,3,13,0,3,1,4,139,187,300
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0051,KHUKHRANA,Rural,5584.95,229,229,1860,1002,858,234,180,317,247,0,0,185,10,439,21,388,20,4,1,29,0,0,0,1,0,1,0,0,0,12,0,1,0,3,0,56,297,507,540
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0052,KHEELERIYA,Rural,2686.37,96,96,860,442,418,103,103,33,33,0,0,110,6,183,9,106,8,0,0,72,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,27,91,232,318
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0053,SHOBHOLAI,Rural,1962.78,126,126,1062,552,510,89,108,101,85,0,0,118,4,238,36,194,33,14,0,19,3,0,0,2,0,0,0,0,0,3,0,0,0,6,0,5,125,309,349
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0054,LAKHAWAR,Rural,3109.29,83,83,730,369,361,89,92,3,0,0,0,126,18,179,172,167,171,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,7,0,0,0,190,189
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0055,AJEETMANA,Rural,1617,144,149,1137,576,561,139,139,161,153,1,0,150,12,271,114,227,96,23,17,4,0,0,0,1,0,5,0,0,0,3,0,0,0,8,1,3,96,302,351
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0056,KARNALI,Rural,1666.54,25,25,193,106,87,31,22,0,0,0,0,22,2,45,22,37,20,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,56,56
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0057,KUNDA,Rural,4668.2,11,11,110,68,42,15,10,0,0,0,0,5,0,30,0,16,0,1,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,42
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0058,KELAN,Rural,14358.11,446,450,3509,1822,1687,371,382,200,192,0,0,244,16,1022,5,998,5,1,0,0,0,0,0,0,0,1,0,2,0,11,0,0,0,9,0,1,905,799,777
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0059,SARDARPURA,Rural,8920.38,49,49,366,184,182,37,46,0,0,0,0,22,4,94,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,90,94
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0060,AMBARAN,Rural,1204.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0061,RAJASAR BHATIYAN,Rural,16493.52,397,401,2873,1534,1339,360,327,422,349,0,0,227,26,747,44,602,30,23,5,73,5,0,0,0,0,9,3,4,0,13,1,8,0,15,0,8,94,779,1201
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0062,MAKRASAR,Rural,3320.97,196,197,1400,712,688,176,169,98,93,0,0,123,16,394,6,319,0,41,3,19,0,0,0,0,0,5,0,1,0,3,0,2,0,4,3,0,143,318,539
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0063,BINJHARWALI,Rural,5551.66,151,151,1292,679,613,170,151,336,312,0,0,122,12,337,182,269,136,39,41,14,3,0,0,1,0,5,2,0,0,6,0,0,0,3,0,2,88,340,343
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0064,MOOSALKI,Rural,1235.93,39,39,290,148,142,42,41,1,0,0,0,24,6,63,2,31,0,3,0,21,2,0,0,2,0,4,0,0,0,0,0,0,0,2,0,7,15,78,125
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0065,ALAUDA,Rural,1437.07,4,4,47,22,25,6,5,0,0,0,0,9,0,8,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,11,22
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0066,RATANPURA @ BHOBIYA,Rural,600.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0067,LALERAN,Rural,1448.25,33,33,272,140,132,31,32,65,58,0,0,35,6,68,68,42,43,0,0,20,24,0,0,0,0,1,0,0,0,3,1,1,0,1,0,9,11,63,53
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0068,GANTAN,Rural,1618.76,2,2,20,8,12,3,3,1,0,0,0,2,0,5,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,5
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0069,BHOJAWAS,Rural,961.15,1,1,6,5,1,2,0,0,0,0,0,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0070,CHAK PHOOLDESAR,Rural,423.84,178,178,1320,697,623,156,140,131,132,0,0,217,48,337,28,198,14,121,13,3,0,0,0,0,0,1,0,1,0,4,0,1,0,8,1,0,0,360,595
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0071,SHARAH HAMEERWAS,Rural,844.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0072,UDESHIYAN,Rural,804.52,88,88,526,269,257,43,54,76,71,0,0,76,23,143,33,137,33,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,126,223
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0073,SHARAH BOOCHAWAS,Rural,826.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0074,UNCHAIRA,Rural,666.91,29,29,198,112,86,31,18,0,0,0,0,36,2,58,18,55,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,54,63
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0075,SHARAH NETAWAS,Rural,935.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0076,KHATIYAWAS,Rural,443.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0077,SHARAH BEECHHARWAS,Rural,714.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rajasthan,'02,Bikaner,'0020,LUNKARANSAR(FULL),'0020,'0020,'0078,KHEENYERA,Rural,1942.13,226,226,1565,807,758,147,180,450,420,0,0,272,26,387,7,322,3,6,1,27,0,0,0,1,0,11,2,0,0,4,1,4,0,12,0,0,36,420,715
